loan_id,loan_amount_x,first_payment_date_x,principal_interest_payment,interest_rate_x,loan_term_x,next_payment_due_date,payment_periods_made,current_balance,amortized_balance,golden_sachs,storgan_manley,smells_largo,bank_of_americans,pj_logan,state_code,county,conforming_loan_limit,loan_purpose,loan_amount_y,closing_date,first_payment_date_y,maturity_date,loan_term_y,principal_interest_pmt,interest_rate_y,property_value,total_loan_costs,origition_charges,other_loan_costs,occupancy_type,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,umbs_code,target_profit,file_at_custodian,umbs price,trade_margin,Target Profit,Trade Premium,points_and_fees,Total Loan Revenue,Gross Profit,Profit Margin,Winning Bid,Winner,actual trade premium,days_diff,payment_status
5029000,275000,2021-10-01,1268.61,0.0275,300,2021-10-01,0,275000.0,379273.40797253075,105.045,105.07625,105.01375,105.01375,104.95125,CA,Orange    ,1,4,275000,2021-09-13,2021-10-01,2046-09-01,300,1265.71,2.75,666829,2282.4999999999927,2282.4999999999927,0.0,2,1,49,1838,699,1,0,2.5,13750.000000000013,,104.17,0.04170000000000007,13750.000000000013,11467.50000000002,2282.4999999999927,13750.000000000013,13750.000000000013,0.050000000000000044,0.050762500000000016,3,13959.687500000004,0,closed
5029001,315000,2021-10-01,1370.9,0.0325,360,2021-10-01,0,315000.0,491119.2525742231,104.4225,104.45375,104.32875,104.39125,104.39125,TX,Harris    ,1,2,315000,2021-09-08,2021-10-01,2051-09-01,360,1367.2,3.25,324743,1712.5000000000057,1228.5000000000055,484.0,2,1,63,2573,749,0,1,3.0,15750.000000000015,2021-09-17 13:01:26.021,104.61,0.04610000000000003,15750.000000000015,14521.50000000001,1228.5000000000055,15750.000000000015,15750.000000000015,0.050000000000000044,0.046099999999999995,4,14521.499999999998,0,closed
5029004,235000,2021-10-01,959.37,0.0275,360,2021-10-01,0,235000.0,343948.5204842283,105.07625,105.07625,105.01375,105.07625,104.92,NH,Hillsborough    ,1,4,235000,2021-08-21,2021-10-01,2051-09-01,360,957.18,2.75,264968,3693.9999999999945,1950.4999999999945,1743.5,2,1,126,3570,749,0,1,2.5,11750.000000000011,2021-09-01 01:31:19.602,104.17,0.04170000000000007,11750.000000000011,9799.500000000016,1950.4999999999945,11750.000000000011,11750.000000000011,0.050000000000000044,0.050762500000000016,2,11929.187500000004,0,closed
5029008,305000,2021-10-01,1327.38,0.0325,360,2021-10-01,0,305000.0,475528.39264860476,104.32875,104.32875,104.26625,104.36,104.235,AL,Montgomery    ,1,3,305000,2021-09-08,2021-10-01,2051-09-01,360,1323.8,3.25,435715,2367.500000000004,1189.5000000000036,1178.0,2,1,86,2724,727,2,0,3.0,15250.000000000013,2021-09-20 15:15:24.988,104.61,0.04610000000000003,15250.000000000013,14060.50000000001,1189.5000000000036,15250.000000000013,15250.000000000013,0.050000000000000044,0.046099999999999995,4,14060.499999999998,0,closed
5029012,395000,2021-10-01,1746.29,0.03375,360,2021-10-01,0,395000.0,625483.7492923703,106.20375,106.20375,106.14125,106.1725,106.11,WA,Island    ,1,3,395000,2021-08-31,2021-10-01,2051-09-01,360,1741.39,3.375,493750,3874.680000000007,1540.5000000000073,2334.18,2,1,108,3240,733,2,1,3.0,19750.00000000002,2021-09-13 06:55:47.192,104.61,0.04610000000000003,19750.00000000002,18209.50000000001,1540.5000000000073,19750.00000000002,19750.00000000002,0.050000000000000044,0.062037499999999995,2,24504.8125,0,closed
5029017,115000,2021-10-01,484.23,0.029900000000000003,360,2021-10-01,0,115000.0,173541.1423612838,101.59625,101.65875,101.53375,101.59625,101.5025,NC,Guilford    ,1,3,115000,2021-09-10,2021-10-01,2051-09-01,360,483.03,2.99,184177,3341.2400000000007,2081.500000000001,1259.7399999999998,2,1,34,1049,716,2,1,2.5,5750.0000000000055,2021-09-20 00:52:42.861,103.19,0.03190000000000004,5750.0000000000055,3668.5000000000045,2081.500000000001,5750.0000000000055,5750.0000000000055,0.050000000000000044,0.03189999999999998,4,3668.4999999999973,0,closed
5029018,285000,2021-11-01,1562.83,0.02875,240,2021-11-01,0,285000.0,373998.4438699043,103.40875,103.40875,103.34625,103.34625,103.315,MD,Howard    ,1,3,285000,2021-09-15,2021-11-01,2041-10-01,240,1559.1,2.875,407143,6465.500000000002,5158.500000000002,1307.0,2,1,172,5160,705,2,1,2.5,14250.000000000013,,103.19,0.03190000000000004,14250.000000000013,9091.500000000011,5158.500000000002,14250.000000000013,14250.000000000013,0.050000000000000044,0.03408749999999998,2,9714.937499999995,0,closed
5029019,265000,2021-10-01,1099.47,0.02875,360,2021-10-01,0,265000.0,394102.46900546015,102.90875,102.90875,102.84625,102.94,102.815,WA,King    ,1,3,265000,2021-08-24,2021-10-01,2051-09-01,360,1096.84,2.875,427627,6778.83,4796.5,1982.33,1,1,140,2450,749,0,0,2.5,13250.000000000011,2021-09-03 08:44:27.168,103.19,0.03190000000000004,13250.000000000011,8453.500000000011,4796.5,13250.000000000011,13250.000000000011,0.050000000000000044,0.03189999999999998,4,8453.499999999995,0,closed
5029020,465000,2021-10-01,1898.33,0.0275,360,2021-10-01,0,465000.0,680579.7501389715,101.19,101.22125,101.15875,101.19,101.03375,CA,Santa Clara   ,1,4,465000,2021-09-01,2021-10-01,2051-09-01,360,1893.99,2.75,3193682,9183.240000000003,8416.500000000004,766.74,2,1,254,2329,683,0,1,2.5,23250.000000000022,2021-09-10 10:15:29.363,103.19,0.03190000000000004,23250.000000000022,14833.500000000018,8416.500000000004,23250.000000000022,23250.000000000022,0.050000000000000044,0.03189999999999998,4,14833.499999999989,0,closed
5029022,265000,2021-10-01,1153.3,0.0325,360,2021-10-01,0,265000.0,413164.9529461313,105.61,105.64125,105.51625,105.5475,105.51625,NC,McDowell    ,1,4,265000,2021-09-01,2021-10-01,2051-09-01,360,1150.19,3.25,377117,1804.280000000004,1033.5000000000036,770.78,2,1,132,2310,755,1,1,3.0,13250.000000000011,2021-09-10 01:32:54.030,104.61,0.04610000000000003,13250.000000000011,12216.500000000007,1033.5000000000036,13250.000000000011,13250.000000000011,0.050000000000000044,0.0564125,3,14949.3125,0,closed
5029023,155000,2021-10-01,674.57,0.0325,360,2021-10-01,0,155000.0,241661.91130570695,103.485,103.39125,103.45375,103.485,103.45375,PA,Montgomery    ,1,3,155000,2021-09-01,2021-10-01,2051-09-01,360,672.75,3.25,287038,2461.5000000000027,604.5000000000027,1857.0,2,1,36,1080,733,0,1,3.0,7750.000000000007,2021-09-15 13:25:27.557,104.61,0.04610000000000003,7750.000000000007,7145.500000000005,604.5000000000027,7750.000000000007,7750.000000000007,0.050000000000000044,0.046099999999999995,4,7145.499999999999,0,closed
5029025,205000,2021-10-01,1379.02,0.02625,180,2021-10-01,0,205000.0,247732.84632602704,97.53625,97.59875,97.53625,97.63,97.4425,OK,Oklahoma    ,1,2,205000,2021-08-25,2021-10-01,2036-09-01,180,1376.01,2.625,341610,12495.000000000027,10496.000000000027,1999.0,2,1,93,2713,688,1,1,2.0,10250.00000000001,2021-09-10 14:33:27.024,99.88,-0.0012000000000000899,10250.00000000001,-246.00000000001842,10496.000000000027,10250.00000000001,10250.00000000001,0.050000000000000044,-0.0012000000000000454,4,-246.00000000000932,0,closed
5029029,415000,2021-11-01,1777.76,0.03125,360,2021-11-01,0,415000.0,636994.7276263435,103.40875,103.40875,103.34625,103.34625,103.315,NV,Lyon    ,1,3,415000,2021-09-17,2021-11-01,2051-10-01,360,1773.15,3.125,597209,8384.500000000002,7511.500000000002,873.0,2,1,124,3927,721,1,0,2.5,20750.00000000002,,103.19,0.03190000000000004,20750.00000000002,13238.500000000016,7511.500000000002,20750.00000000002,20750.00000000002,0.050000000000000044,0.03408749999999998,2,14146.31249999999,0,closed
5029031,415000,2021-10-01,3528.46,0.02125,132,2021-10-01,0,415000.0,465208.67651477276,96.8875,96.85625,96.79375,96.825,96.73125,CA,Alameda    ,1,4,415000,2021-09-02,2021-10-01,2032-09-01,132,3522.23,2.125,797158,31332.500000000007,31332.500000000007,0.0,2,1,200,5000,733,1,1,1.5,20750.00000000002,2021-09-09 08:42:42.301,97.45,-0.025499999999999967,20750.00000000002,-10582.499999999987,31332.500000000007,20750.000000000022,20750.000000000022,0.05000000000000005,-0.02549999999999997,4,-10582.499999999987,0,closed
5029033,355000,2021-10-01,1472.87,0.02875,360,2021-10-01,0,355000.0,527946.8321319108,105.1075,105.07625,105.01375,105.045,105.01375,VA,Arlington    ,1,3,355000,2021-09-02,2021-10-01,2051-09-01,360,1469.35,2.875,710143,5292.899999999989,2946.499999999989,2346.3999999999996,2,1,50,2042,794,0,1,2.5,17750.000000000015,2021-09-15 17:17:22.073,104.17,0.04170000000000007,17750.000000000015,14803.500000000025,2946.499999999989,17750.000000000015,17750.000000000015,0.050000000000000044,0.051075000000000016,2,18131.625000000007,0,closed
5029037,545000,2021-10-01,2153.41,0.025,360,2021-11-01,1,543982.0066666666,770182.4158091634,103.405,103.31125,103.31125,103.3425,103.43625,CA,Orange    ,1,3,545000,2021-09-14,2021-10-01,2051-09-01,360,2148.94,2.5,974781,10736.50000000003,10736.50000000003,0.0,2,1,148,4810,727,2,1,2.0,27250.000000000025,,103.03,0.030299999999999994,27250.000000000025,16513.499999999996,10736.50000000003,27250.000000000025,27250.000000000025,0.050000000000000044,0.03436250000000001,1,18727.562500000007,31,active
5029042,205000,2021-10-01,892.18,0.0325,360,2021-10-01,0,205000.0,319619.79339242127,104.3125,104.34375,104.21875,104.28125,104.15625,PA,Erie    ,1,2,205000,2021-08-26,2021-10-01,2051-09-01,360,889.77,3.25,256250,2814.15,0.0,2814.15,2,1,82,3144,749,2,1,3.0,10250.00000000001,2021-09-03 10:49:36.923,105.0,0.050000000000000044,10250.00000000001,10250.00000000001,0.0,10250.00000000001,10250.00000000001,0.050000000000000044,0.05,4,10250.0,0,closed
5029043,285000,2021-10-01,1883.63,0.02375,180,2021-10-01,0,285000.0,338446.83443002746,102.56125,102.49875,102.49875,102.53,102.53,AR,Faulkner    ,1,3,285000,2021-09-01,2021-10-01,2036-09-01,180,1879.91,2.375,443787,7460.000000000015,5614.500000000015,1845.5,2,1,207,5693,740,2,0,2.0,14250.000000000013,2021-09-13 16:49:30.155,103.03,0.030299999999999994,14250.000000000013,8635.499999999998,5614.500000000015,14250.000000000013,14250.000000000013,0.050000000000000044,0.03030000000000001,4,8635.500000000004,0,closed
5029046,75000,2021-11-01,331.58,0.03375,360,2021-11-01,0,75000.0,118764.86814352951,104.82875,104.82875,104.76625,104.76625,104.735,GA,DeKalb    ,1,3,75000,2021-09-15,2021-11-01,2051-10-01,360,330.65,3.375,153030,1868.750000000001,292.5000000000009,1576.25,2,1,16,547,705,2,1,3.0,3750.000000000003,,104.61,0.04610000000000003,3750.000000000003,3457.5000000000023,292.5000000000009,3750.000000000003,3750.000000000003,0.050000000000000044,0.0482875,2,3621.5625,0,closed
5029051,135000,2021-10-01,916.14,0.0275,180,2021-10-01,0,135000.0,164563.66847289065,104.1275,104.09625,104.03375,104.065,104.03375,IA,Polk    ,1,4,135000,2021-08-26,2021-10-01,2036-09-01,180,914.05,2.75,197196,3686.000000000001,2443.500000000001,1242.5,2,1,121,2521,749,0,0,2.5,6750.000000000006,2021-09-10 20:54:01.448,103.19,0.03190000000000004,6750.000000000006,4306.5000000000055,2443.500000000001,6750.000000000006,6750.000000000006,0.050000000000000044,0.04127499999999998,2,5572.124999999997,0,closed
5029056,225000,2021-10-01,1246.72,0.029900000000000003,240,2021-10-01,0,225000.0,298316.2289862052,103.0025,103.03375,102.90875,102.97125,102.97125,NC,Cleveland    ,1,2,225000,2021-09-02,2021-10-01,2041-09-01,240,1243.62,2.99,281250,6333.71,4072.5,2261.21,2,1,99,3548,733,2,1,2.5,11250.00000000001,2021-09-13 06:03:56.659,103.19,0.03190000000000004,11250.00000000001,7177.500000000009,4072.5,11250.00000000001,11250.00000000001,0.05000000000000004,0.03189999999999998,4,7177.4999999999945,0,closed
5029058,255000,2021-10-01,1412.95,0.029900000000000003,240,2021-10-01,0,255000.0,338091.8857049367,101.53375,101.53375,101.47125,101.53375,101.44,PA,Chester    ,1,4,255000,2021-08-28,2021-10-01,2041-09-01,240,1409.44,2.99,303644,7685.000000000001,4615.500000000001,3069.5,2,1,95,3167,711,1,1,2.5,12750.000000000011,2021-09-08 06:01:59.576,103.19,0.03190000000000004,12750.000000000011,8134.50000000001,4615.500000000001,12750.000000000011,12750.000000000011,0.050000000000000044,0.03189999999999998,4,8134.4999999999945,0,closed
5029060,205000,2021-11-01,1391.18,0.0275,180,2021-11-01,0,205000.0,249893.7763945642,103.44,103.40875,103.34625,103.40875,103.28375,MI,Grand Traverse   ,1,3,205000,2021-09-17,2021-11-01,2036-10-01,180,1388.0,2.75,307901,5632.500000000001,3710.500000000001,1922.0,2,1,45,1838,740,1,0,2.5,10250.00000000001,,103.19,0.03190000000000004,10250.00000000001,6539.500000000008,3710.500000000001,10250.00000000001,10250.00000000001,0.050000000000000044,0.03439999999999998,2,7051.999999999995,0,closed
5029065,325000,2021-10-01,1348.41,0.02875,360,2021-10-01,0,325000.0,483334.4340742836,104.78375,104.78375,104.72125,104.7525,104.69,MA,Middlesex    ,1,3,325000,2021-09-10,2021-10-01,2051-09-01,360,1345.18,2.875,711005,7174.500000000002,5882.500000000002,1292.0,2,1,97,3234,773,2,0,2.5,16250.000000000015,2021-09-20 20:46:00.617,103.19,0.03190000000000004,16250.000000000015,10367.500000000013,5882.500000000002,16250.000000000015,16250.000000000015,0.050000000000000044,0.04783749999999998,2,15547.187499999993,0,closed
5029069,115000,2021-10-01,753.35,0.0225,180,2021-10-01,0,115000.0,135373.16017496792,100.5925,100.68625,100.62375,100.655,100.56125,NC,Wake    ,1,4,115000,2021-08-26,2021-10-01,2036-09-01,180,751.9399999999999,2.25,279466,2800.180000000006,2265.5000000000064,534.6799999999998,2,1,98,1307,673,1,1,2.0,5750.0000000000055,2021-09-06 12:30:22.961,103.03,0.030299999999999994,5750.0000000000055,3484.499999999999,2265.5000000000064,5750.0000000000055,5750.0000000000055,0.050000000000000044,0.03030000000000001,4,3484.5000000000014,0,closed
5029073,135000,2021-11-01,748.04,0.029900000000000003,240,2021-11-01,0,135000.0,178991.65163857237,102.03375,102.03375,101.97125,102.03375,101.815,NY,Steuben    ,1,4,135000,2021-09-17,2021-11-01,2041-10-01,240,746.18,2.99,150000,3702.500000000001,2443.500000000001,1259.0,2,1,80,2400,721,0,1,2.5,6750.000000000006,,103.19,0.03190000000000004,6750.000000000006,4306.5000000000055,2443.500000000001,6750.000000000006,6750.000000000006,0.050000000000000044,0.03189999999999998,4,4306.499999999997,0,closed
5029078,95000,2021-10-01,420.0,0.03375,360,2021-10-01,0,95000.0,150435.02207697206,104.82875,104.82875,104.76625,104.76625,104.735,TN,Shelby    ,1,3,95000,2021-08-31,2021-10-01,2051-09-01,360,418.82,3.375,118750,1923.5000000000016,370.5000000000018,1553.0,2,1,47,784,711,2,1,3.0,4750.000000000005,2021-09-13 07:18:00.575,104.61,0.04610000000000003,4750.000000000005,4379.500000000003,370.5000000000018,4750.000000000005,4750.000000000005,0.050000000000000044,0.0482875,2,4587.3125,0,closed
5029083,225000,2021-10-01,918.55,0.0275,360,2021-11-01,1,224597.075,328402.93560301943,104.6075,104.57625,104.51375,104.545,104.63875,MO,Jefferson    ,1,4,225000,2021-09-14,2021-10-01,2051-09-01,360,916.45,2.75,342779,3347.469999999993,1867.4999999999927,1479.97,2,1,82,1367,759,0,0,2.5,11250.00000000001,,104.17,0.04170000000000007,11250.00000000001,9382.500000000016,1867.4999999999927,11250.00000000001,11250.00000000001,0.05000000000000004,0.04638750000000002,1,10437.187500000004,31,active
5029085,465000,2021-10-01,1867.68,0.02625,360,2021-10-01,0,465000.0,669717.0032633592,103.24875,103.24875,103.18625,103.18625,103.155,MA,Middlesex    ,1,2,465000,2021-09-04,2021-10-01,2051-09-01,360,1863.6,2.625,581250,11654.000000000024,9160.500000000025,2493.5,2,1,153,2550,722,2,0,2.0,23250.000000000022,2021-09-13 16:36:07.118,103.03,0.030299999999999994,23250.000000000022,14089.499999999996,9160.500000000025,23250.000000000022,23250.000000000022,0.050000000000000044,0.03248750000000001,2,15106.687500000004,0,closed
5029089,95000,2021-11-01,469.25,0.03375,300,2021-11-01,0,95000.0,140180.80930119898,103.32875,103.32875,103.32875,103.32875,103.1725,NC,Stokes    ,1,4,95000,2021-09-16,2021-11-01,2046-10-01,300,467.94,3.375,163624,1363.800000000002,370.5000000000018,993.3000000000002,2,1,27,653,705,2,1,3.0,4750.000000000005,,104.61,0.04610000000000003,4750.000000000005,4379.500000000003,370.5000000000018,4750.000000000005,4750.000000000005,0.050000000000000044,0.046099999999999995,4,4379.499999999999,0,closed
5029094,155000,2021-10-01,632.78,0.0275,360,2021-10-01,0,155000.0,226861.11176293818,102.7325,102.70125,102.63875,102.7325,102.63875,NJ,Monmouth    ,1,4,155000,2021-09-03,2021-10-01,2051-09-01,360,631.33,2.75,266415,2412.4999999999964,1286.4999999999964,1126.0,2,1,91,2730,755,2,1,2.5,7750.000000000007,2021-09-16 14:08:57.857,104.17,0.04170000000000007,7750.000000000007,6463.500000000011,1286.4999999999964,7750.000000000007,7750.000000000007,0.050000000000000044,0.041700000000000015,4,6463.500000000003,0,closed
5029098,235000,2021-10-01,1594.77,0.0275,180,2021-10-01,0,235000.0,286464.0792570042,102.7525,102.84625,102.72125,102.7525,102.65875,NJ,Middlesex    ,1,3,235000,2021-09-02,2021-10-01,2036-09-01,180,1591.12,2.75,461146,4403.500000000002,4253.500000000002,150.0,2,1,105,2625,679,2,1,2.5,11750.000000000011,2021-09-10 10:50:41.604,103.19,0.03190000000000004,11750.000000000011,7496.500000000009,4253.500000000002,11750.000000000011,11750.000000000011,0.050000000000000044,0.03189999999999998,4,7496.4999999999945,0,closed
5029100,95000,2021-10-01,655.6,0.029900000000000003,180,2021-10-01,0,95000.0,117742.29866299528,101.8775,101.84625,101.90875,101.94,101.84625,TN,Weakley    ,1,3,95000,2021-09-02,2021-10-01,2036-09-01,180,653.97,2.99,154824,3196.190000000001,1719.500000000001,1476.69,2,1,56,1587,683,0,1,2.5,4750.000000000005,2021-09-13 05:02:00.687,103.19,0.03190000000000004,4750.000000000005,3030.5000000000036,1719.500000000001,4750.000000000005,4750.000000000005,0.050000000000000044,0.03189999999999998,4,3030.4999999999977,0,closed
5029103,215000,2021-10-01,1420.99,0.02375,180,2021-10-01,0,215000.0,255320.6135263957,99.47375,99.47375,99.47375,99.505,99.4425,CA,Santa Clara   ,1,4,215000,2021-09-03,2021-10-01,2036-09-01,180,1418.18,2.375,1003735,11008.00000000003,11008.00000000003,0.0,2,1,165,2613,733,0,1,2.0,10750.00000000001,2021-09-10 00:58:25.689,99.88,-0.0012000000000000899,10750.00000000001,-258.0000000000193,11008.00000000003,10750.00000000001,10750.00000000001,0.050000000000000044,-0.0012000000000000454,4,-258.0000000000098,0,closed
5029107,255000,2021-10-01,1057.98,0.02875,360,2021-10-01,0,255000.0,379230.47482732293,101.1275,101.09625,101.09625,101.1275,100.97125,MI,Ingham    ,1,2,255000,2021-09-02,2021-10-01,2051-09-01,360,1055.45,2.875,318750,6017.900000000001,4615.500000000001,1402.3999999999996,2,1,72,2940,683,0,1,2.5,12750.000000000011,2021-09-13 13:54:33.297,103.19,0.03190000000000004,12750.000000000011,8134.50000000001,4615.500000000001,12750.000000000011,12750.000000000011,0.050000000000000044,0.03189999999999998,4,8134.4999999999945,0,closed
5029110,185000,2021-10-01,1147.53,0.02875,204,2021-10-01,0,185000.0,233522.18790996034,104.1275,104.09625,104.03375,104.065,104.03375,TX,Tarrant    ,1,4,185000,2021-08-27,2021-10-01,2038-09-01,204,1144.79,2.875,324562,4310.800000000002,3348.500000000002,962.3,2,1,93,2325,749,2,1,2.5,9250.00000000001,2021-09-06 01:01:33.310,103.19,0.03190000000000004,9250.00000000001,5901.500000000007,3348.500000000002,9250.00000000001,9250.00000000001,0.05000000000000005,0.04127499999999998,2,7635.874999999996,0,closed
5029114,125000,2021-10-01,544.01,0.0325,360,2021-10-01,0,125000.0,194889.3315288519,104.11,104.14125,104.07875,104.11,103.95375,MI,Wayne    ,1,2,125000,2021-09-03,2021-10-01,2051-09-01,360,542.54,3.25,156250,2099.500000000002,487.5000000000018,1612.0,2,1,20,700,755,1,0,3.0,6250.0000000000055,2021-09-15 18:45:03.285,104.61,0.04610000000000003,6250.0000000000055,5762.500000000004,487.5000000000018,6250.0000000000055,6250.0000000000055,0.050000000000000044,0.046099999999999995,4,5762.499999999999,0,closed
5029115,225000,2021-11-01,1012.89,0.029900000000000003,324,2021-11-01,0,225000.0,326851.1780738651,104.38875,104.38875,104.32625,104.42,104.17,AL,Jackson    ,1,4,225000,2021-09-16,2021-11-01,2048-10-01,324,1010.38,2.99,321751,2899.4999999999927,1867.4999999999927,1032.0,2,1,65,1138,766,0,0,2.5,11250.00000000001,,104.17,0.04170000000000007,11250.00000000001,9382.500000000016,1867.4999999999927,11250.00000000001,11250.00000000001,0.05000000000000004,0.04420000000000002,0,9945.000000000004,0,closed
5029117,155000,2021-10-01,685.25,0.03375,360,2021-10-01,0,155000.0,245441.90209105978,104.76625,104.82875,104.76625,104.7975,104.6725,GA,Walton    ,1,4,155000,2021-09-02,2021-10-01,2051-09-01,360,683.33,3.375,224508,1916.5000000000027,604.5000000000027,1312.0,2,1,36,900,683,0,1,3.0,7750.000000000007,2021-09-15 14:35:11.055,104.61,0.04610000000000003,7750.000000000007,7145.500000000005,604.5000000000027,7750.000000000007,7750.000000000007,0.050000000000000044,0.0482875,3,7484.5625,0,closed
5029118,505000,2021-10-01,2233.86,0.02375,300,2021-10-01,0,505000.0,668165.8077881779,98.755,98.78625,98.78625,98.78625,98.72375,WA,King    ,1,4,505000,2021-09-10,2021-10-01,2046-09-01,300,2229.4500000000003,2.375,901786,27772.360000000062,25856.000000000065,1916.3599999999997,2,1,201,7538,716,1,1,2.0,25250.000000000022,,99.88,-0.0012000000000000899,25250.000000000022,-606.0000000000454,25856.000000000065,25250.000000000022,25250.000000000022,0.050000000000000044,-0.0012000000000000454,4,-606.000000000023,0,closed
5029122,265000,2021-10-01,1420.44,0.02625,240,2021-10-01,0,265000.0,340008.57770589134,97.4425,97.53625,97.47375,97.505,97.41125,VA,Prince George   ,1,4,265000,2021-09-02,2021-10-01,2041-09-01,240,1417.34,2.625,486418,14461.150000000034,13568.000000000035,893.1499999999996,2,1,92,2760,683,0,1,2.0,13250.000000000011,2021-09-13 14:51:10.720,99.88,-0.0012000000000000899,13250.000000000011,-318.0000000000238,13568.000000000035,13250.000000000011,13250.000000000011,0.050000000000000044,-0.0012000000000000454,4,-318.00000000001205,0,closed
5029123,245000,2021-10-01,1000.2,0.0275,360,2021-11-01,1,244561.25833333333,357594.7049046215,104.78375,104.78375,104.72125,104.7525,104.69,NY,Clinton    ,1,4,245000,2021-09-14,2021-10-01,2051-09-01,360,997.91,2.75,406910,6025.500000000001,4434.500000000001,1591.0,2,1,85,2834,759,2,0,2.5,12250.000000000011,,103.19,0.03190000000000004,12250.000000000011,7815.50000000001,4434.500000000001,12250.000000000011,12250.000000000011,0.050000000000000044,0.04783749999999998,2,11720.187499999995,31,active
5029126,265000,2021-10-01,1627.7,0.0275,204,2021-10-01,0,265000.0,331272.05242836877,101.69,101.72125,101.65875,101.69,101.53375,NV,Clark    ,1,4,265000,2021-09-03,2021-10-01,2038-09-01,204,1623.98,2.75,337838,6108.0,4796.5,1311.5,2,1,82,2529,755,2,1,2.5,13250.000000000011,2021-09-13 14:44:17.956,103.19,0.03190000000000004,13250.000000000011,8453.500000000011,4796.5,13250.000000000011,13250.000000000011,0.050000000000000044,0.03189999999999998,4,8453.499999999995,0,closed
5029130,385000,2021-09-01,1675.55,0.0325,360,2021-09-01,0,385000.0,600258.854512174,104.375,104.28125,104.28125,104.3125,104.21875,NY,Nassau    ,1,3,385000,2021-08-10,2021-09-01,2051-08-01,360,1671.02,3.25,481250,2120.0,0.0,2120.0,2,1,152,4814,740,2,1,3.0,19250.00000000002,,105.0,0.050000000000000044,19250.00000000002,19250.00000000002,0.0,19250.00000000002,19250.00000000002,0.050000000000000044,0.05,4,19250.0,0,closed
5029131,375000,2021-10-01,1964.38,0.02375,240,2021-10-01,0,375000.0,470328.6309162336,97.5675,97.66125,97.53625,97.63,97.34875,VA,Roanoke    ,1,2,375000,2021-09-06,2021-10-01,2041-09-01,240,1960.5,2.375,416667,22043.86000000005,19200.00000000005,2843.86,2,1,71,2663,696,1,1,2.0,18750.00000000002,2021-09-16 03:55:10.917,99.88,-0.0012000000000000899,18750.00000000002,-450.0000000000337,19200.00000000005,18750.00000000002,18750.00000000002,0.05000000000000005,-0.0012000000000000454,4,-450.00000000001705,0,closed
5029132,215000,2021-10-01,892.02,0.02875,360,2021-10-01,0,215000.0,319742.498114774,103.065,103.09625,102.97125,103.0025,103.09625,FL,Leon    ,1,2,215000,2021-09-10,2021-10-01,2051-09-01,360,889.89,2.875,268750,5907.850000000001,3891.500000000001,2016.3500000000001,2,1,51,1445,773,2,0,2.5,10750.00000000001,2021-09-17 17:33:58.055,103.19,0.03190000000000004,10750.00000000001,6858.500000000008,3891.500000000001,10750.00000000001,10750.00000000001,0.050000000000000044,0.03189999999999998,4,6858.499999999995,0,closed
5029134,755000,2021-10-01,3234.24,0.03125,360,2021-10-01,0,755000.0,1158870.6168876705,0.0,0.0,0.0,0.0,0.0,CA,Orange    ,1,3,755000,2021-08-27,2021-10-01,2051-09-01,360,3225.84,3.125,1262120,15720.000000000007,13665.500000000007,2054.5,2,1,216,6120,673,1,1,2.5,37750.00000000004,2021-09-10 21:17:12.633,103.19,0.03190000000000004,37750.00000000004,24084.50000000003,13665.500000000007,37750.00000000004,37750.00000000004,0.05000000000000005,0.03189999999999998,4,24084.49999999998,0,closed
5029136,135000,2021-09-01,643.74,0.039900000000000005,360,2021-09-01,0,135000.0,230361.10855635756,108.00375,108.00375,107.94125,107.9725,107.91,CO,Douglas    ,1,2,135000,2021-08-10,2021-09-01,2051-08-01,360,641.6,3.99,180000,885.0000000000009,-1903.499999999999,2788.5,1,1,164,4374,727,1,1,3.5,6750.000000000006,,106.41,0.06410000000000005,6750.000000000006,8653.500000000005,-1903.499999999999,6750.000000000006,6750.000000000006,0.050000000000000044,0.08003749999999997,2,10805.062499999996,0,closed
5029140,485000,2021-11-01,2110.76,0.0325,360,2021-11-01,0,485000.0,756171.0362269802,102.76625,102.70375,102.76625,102.76625,102.735,NY,Westchester    ,1,3,485000,2021-09-16,2021-11-01,2051-10-01,360,2105.05,3.25,818428,4044.0000000000073,1891.5000000000073,2152.5,2,1,183,5490,705,0,0,3.0,24250.000000000022,,104.61,0.04610000000000003,24250.000000000022,22358.500000000015,1891.5000000000073,24250.000000000022,24250.000000000022,0.050000000000000044,0.046099999999999995,4,22358.499999999996,0,closed
5029143,95000,2021-11-01,453.0,0.039900000000000005,360,2021-11-01,0,95000.0,162105.17006249411,0.0,0.0,0.0,0.0,0.0,TX,Tarrant    ,1,3,95000,2021-09-15,2021-11-01,2051-10-01,360,451.5,3.99,127689,1117.0000000000173,-731.4999999999827,1848.5,2,1,71,1243,759,1,0,3.5,4750.000000000005,,105.77,0.05769999999999986,4750.000000000005,5481.499999999987,-731.4999999999827,4750.000000000005,4750.000000000005,0.050000000000000044,0.05769999999999996,4,5481.499999999996,0,closed
